topic,count,default_name,year_min,year_max,top_documents
353,12,353_american_law_boston boys_liberty,1838,1895,"From Slavery to a Bishopric, or, The Life of Bishop Walter Hawkins of the British Methodist Episcopal Church Canada (S. J. Celestine Edwards): 2 | Narrative of William W. Brown, an American Slave. Written by Himself (William Wells Brown): 1 | A Narrative of the Adventures and Escape of Moses Roper, from American Slavery (Moses  Roper): 1 | Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 1 | Narrative of the Life of Henry Box Brown, Written by Himself (Henry Box Brown): 1"
354,12,354_hayti_mortality_franc_island,1831,1912,"Toussaint L'Ouverture: A Biography and Autobiography (J. R. Beard): 2 | The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comprising an Account of the Struggle for Liberty in the Island, and a Sketch of Its History to the Present Period (J. R. Beard): 2 | Poems by a Slave in the Island of Cuba, Recently Liberated; Translated from the Spanish, by R. R. Madden, M.D. With the History of the Early Life of the Negro Poet, Written by Himself; to Which Are Prefixed Two Pieces Descriptive of Cuban Slavery and the Slave-Traffic, by R. R. M. (Juan Francisco Manzano): 2 | A Narrative of the Negro (Leila Amos Pendleton): 2 | Negro Slavery Described by a Negro: Being the Narrative of Ashton Warner, a Native of St. Vincent's. With an Appendix Containing the Testimony of Four Christian Ministers, Recently Returned from the Colonies, on the System of Slavery as It Now Exists (Ashton  Warner): 2"
355,12,355_grandmother_coal_employ_dear wife,1770,1926,"A Narrative of the Most Remarkable Particulars in the Life of James Albert Ukawsaw Gronniosaw, an African Prince, as Related by Himself (James Albert Ukawsaw Gronniosaw): 4 | Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (Emma J. Ray): 2 | The Life of Rev. Robert Anderson. Born the 22d Day of February, in the Year of Our Lord 1819, and Joined the Methodist Episcopal Church in 1839. This Book Shall Be Called The Young Men's Guide, Or, the Brother in White (Robert  Anderson): 1 | Autobiography of a Female Slave (Martha Griffith Browne): 1 | Homespun Heroines and Other Women of Distinction (Hallie Q. Brown): 1"
356,11,356_covey_cincinnati_search_syracuse,1848,1893,"Incidents in the Life of a Slave Girl. Written by Herself (Harriet A. Jacobs): 2 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 2 | The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of Real Life (J. W. Loguen): 2 | Life of Isaac Mason as a Slave (Isaac  Mason): 1 | My Southern Home: or, The South and Its People (William Wells Brown): 1"
357,11,357_mr hutchinson_hutchinson_aunt emma_mrs thoma,1838,1893,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith, the Colored Evangelist: Containing an Account of Her Life Work of Faith, and Her Travels in America, England, Ireland, Scotland, India, and Africa as an Independent Missionary (Amanda  Smith): 3 | Incidents in the Life of a Slave Girl. Written by Herself (Harriet A. Jacobs): 2 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 2 | From the Darkness Cometh the Light or Struggles for Freedom (Lucy A. Delaney): 1 | A True Tale of Slavery. From The Leisure Hour: A Family Journal of Instruction and Recreation, February 7, 14, 21, 28, 1861 (John S. Jacobs): 1"
358,11,358_bornou_native_king_barbary,1789,1912,"A Narrative of the Negro (Leila Amos Pendleton): 4 | The Blind African Slave, or Memoirs of Boyrereau Brinch, Nick-named Jeffrey Brace. Containing an Account of the Kingdom of Bow-Woo, in the Interior of Africa; with the Climate and Natural Productions, Laws, and Customs Peculiar to That Place. With an Account of His Captivity, Sufferings, Sales, Travels, Emancipation, Conversion to the Christian Religion, Knowledge of the Scriptures, &amp;c. Interspersed with Strictures on Slavery, Speculative Observations on the Qualities of Human Nature, with Quotation from Scripture (Boyrereau  Brinch): 2 | The Autobiography of Nicholas Said, A Native of Bournou, Eastern Soudan, Central Africa (Nicholas  Said): 2 | Africa for Christ. Twenty-Eight Years a Slave (Thomas L. Johnson): 1 | Memoirs of the Reign of Bossa Ahadee, King of Dahomy, an Inland Country of Guiney. To Which Are Added, the Author's Journey to Abomey, the Capital; and a Short Account of the African Slave Trade (Robert  Norris): 1"
359,11,359_church_methodist_episcopal_methodist episcopal,1872,1916,"Autobiography of Bishop Isaac Lane, LL.D. with a Short History of the C.M.E. Church in America and of Methodism (Isaac  Lane): 3 | Biography of Rev. David Smith of the A. M. E. Church; Being a Complete History, Embracing over Sixty Years' Labor in the Advancement of the Redeemer's Kingdom on Earth. Including ""The History of the Origin and Development of Wilberforce University."" (David  Smith): 3 | Richard Allen and Absalom Jones, by the Rev. George F. Bragg, in Honor of the Centennial of the African Methodist Episcopal Church, Which Occurs in the Year 1916 (George F. Bragg): 2 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 1 | Autobiography of Rev. Thomas W. Henry, of the A. M. E. Church (Thomas W. Henry): 1"
360,11,360_lumber_lawrence_enterprise_thousand foot,1858,1917,"Truth Stranger Than Fiction. Father Henson's Story of His Own Life (Josiah  Henson): 3 | Uncle Tom's Story of His Life. An Autobiography of the Rev. Josiah Henson (Mrs. Harriet Beecher Stowe's ""Uncle Tom""). From 1789 to 1876. With a Preface by Mrs. Harriet Beecher Stowe, and an Introductory Note by George Sturge, and S. Morley, Esq., M. P. (Josiah  Henson): 2 | An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789 to 1881. With a Preface by Mrs. Harriet Beecher Stowe, and Introductory Notes by George Sturge, S. Morley, Esq., M. P., Wendell Phillips, and John G. Whittier. Edited by John Lobb, F.R.G.S. Revised and Enlarged (Josiah  Henson): 2 | From Slavery to Wealth. The Life of Scott Bond.  The Rewards of Honesty, Industry, Economy and Perseverance (Dan. A. Rudd): 2 | Josiah: The Maimed Fugitive. A True Tale (Henry  Bleby): 1"
361,11,361_lashe_foot inche_leftwich_inche,1837,1910,"Thirty Years a Slave: From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter (Louis  Hughes): 1 | The Light and Truth of Slavery. Aaron's History (  Aaron): 1 | Slavery in the United States: A Narrative of the Life and Adventures of Charles Ball, a Black Man, Who Lived Forty Years in Maryland, South Carolina and Georgia, as a Slave Under Various Masters, and was One Year in the Navy with Commodore Barney, During the Late War (Charles  Ball): 1 | Sketch of the Life of Mr. Lewis Charlton, and Reminiscences of Slavery (Lewis  Charlton): 1 | My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 1"
362,11,362_book_early fond_dr blake_fond,1845,1912,"Life of George M. Horton. The Colored Bard of North Carolina from ""The Poetical Works of George M. Horton, the Colored Bard of North Carolina, to which is Prefixed the Life of the Author, written by himself."" (George Moses Horton): 1 | The Poetical Works of George M. Horton: The Colored Bard of North Carolina: To Which is Prefixed the Life of the Author, Written by Himself (George Moses Horton): 1 | Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 1 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 1 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 1"
363,11,363_canoe_venison_road_easter holiday,1848,1892,"A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 2 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 1 | The Heroic Slave. From Autographs for Freedom, Ed. Julia Griffiths (Frederick  Douglass): 1 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 1 | Uncle Tom's Story of His Life. An Autobiography of the Rev. Josiah Henson (Mrs. Harriet Beecher Stowe's ""Uncle Tom""). From 1789 to 1876. With a Preface by Mrs. Harriet Beecher Stowe, and an Introductory Note by George Sturge, and S. Morley, Esq., M. P. (Josiah  Henson): 1"
364,11,364_freeland_covey_mr freeland_dick fallon,1852,1917,"The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (Henry Clay Bruce): 1 | The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comprising an Account of the Struggle for Liberty in the Island, and a Sketch of Its History to the Present Period (J. R. Beard): 1 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 1 | My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 1 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 1"
365,11,365_says_arter_agin_peter,1839,1852,"Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a Colored Man Yet Living. A Slave in Chains, a Sailor on the Deep, and a Sinner at the Cross (Peter  Wheeler): 7 | Uncle Tom's Companions: Or, Facts Stranger Than Fiction.  A Supplement to Uncle Tom's Cabin: Being Startling Incidents in the Lives of Celebrated Fugitive Slaves. (John Passmore Edwards): 4"
366,11,366_extinguish_misery_wretch_caress,1836,1892,"Autobiography of a Female Slave (Martha Griffith Browne): 2 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 2 | Narrative of William W. Brown, an American Slave. Written by Himself (William Wells Brown): 1 | The Life of Rev. Robert Anderson. Born the 22d Day of February, in the Year of Our Lord 1819, and Joined the Methodist Episcopal Church in 1839. This Book Shall Be Called The Young Men's Guide, Or, the Brother in White (Robert  Anderson): 1 | My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 1"
367,11,367_cadet_plebe_rank_corporal,1878,1878,"The Colored Cadet at West Point. Autobiography of Lieut. Henry Ossian Flipper, U. S. A., First Graduate of Color from the U. S. Military Academy (Henry Ossian Flipper): 11"
368,11,368_railroad_pullman_section_section country,1887,1907,"The History of My Life and Work. Autobiography by Rev. M. L. Latta, A.M., D.D. (M. L. Latta): 4 | Life and Adventures of Nat Love, Better Known in the Cattle Country as ""Deadwood Dick,"" by Himself; a True History of Slavery Days, Life on the Great Cattle Ranges and on the Plains of the ""Wild and Woolly"" West, Based on Facts, and Personal Experiences of the Author (Nat  Love): 4 | Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 2 | An Autobiography: The Story of My Life and Work (Booker T. Washington): 1"
369,11,369_union_citizen america_color citizen_unit band,1846,1917,An Address to All the Colored Citizens of the United States (John B. Meachum): 9 | Out of the Ditch.  A True Story of an Ex-Slave (J. Vance Lewis): 1 | My Life and Work (Alexander  Walters): 1
370,11,370_plum_boil_sugar_fruit,1929,1929,From Captivity to Fame or The Life of George Washington Carver (Raleigh H. Merritt): 11
371,11,371_paleface_great spirit_forefather_indian,1852,1902,"A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son of the Head Chief, Mosholeh Tubbee, of the Choctaw Nation of Indians (Okah  Tubbee): 10 | Last of the Pioneers: Or, Old Times in East Tenn., Being the Life and Reminiscences of Pharaoh Jackson Chesney (Aged 120 Years) (Pharaoh Jackson Chesney): 1"
372,11,372_new bedford_bedford_southern port_cheat,1789,1895,"The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (Henry Clay Bruce): 2 | Biography of Mahommah G. Baquaqua, a Native of Zoogoo, in the Interior of Africa. (A Convert to Christianity,) With a Description of That Part of the World; Including the Manners and Customs of the Inhabitants, Their Religious Notions, Form of Government, Laws, Appearance of the Country, Buildings, Agriculture, Manufactures, Shepherds and Herdsmen, Domestic Animals, Marriage Ceremonials, Funeral Services, Styles of Dress, Trade and Commerce, Modes of Warfare, System of Slavery, &amp;c., &amp;c. Mahommah's Early Life, His Education, His Capture and Slavery in Western Africa and Brazil, His Escape to the United States, from Thence to Hayti, (the City of Port Au Prince,) His Reception by the Baptist Missionary There, The Rev. W. L. Judd; His Conversion to Christianity, Baptism, and Return to This Country, His Views, Objects and Aim. Written and Revised from His Own Words, by Samuel Moore, Esq., Late Publisher of the ""North of England Shipping Gazette,"" Author of Several Popular Works, and Editor of Sundry Reform Papers (Mahommah Gardo Baquaqua): 1 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 1 | My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 1 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 1"
373,11,373_funeral slave_coffin_sol_overseer,1845,1893,"Narratives of the Sufferings of Lewis and Milton Clarke, Sons of a Soldier of the Revolution, During a Captivity of More than Twenty Years Among the Slaveholders of Kentucky, One of the So-Called Christian States of North America (Lewis Garrard Clarke): 3 | Sketches of Slave Life: Or, Illustrations of the ""Peculiar Institution""  (Peter  Randolph): 2 | From Slave Cabin to the Pulpit. The Autobiography of Rev. Peter Randolph: the Southern Question Illustrated and Sketches of Slave Life (Peter  Randolph): 2 | Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 1 | Narrative of William W. Brown, a Fugitive Slave. Written by Himself (William Wells Brown): 1"
374,11,374_prince_leary_school_holly,1828,1914,"Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 5 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 1 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 1 | Men of Maryland (George F. Bragg): 1 | A Statement with Regard to the Moorish Prince, Abduhl Rahhahman (T. H. Gallaudet): 1"
375,11,375_douglass_rochester_frederick douglass_tribute,1855,1914,"Frederick Douglass (Booker T. Washington): 3 | Frederick Douglass (Charles Waddell Chesnutt): 2 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 2 | The House of Bondage, or, Charlotte Brooks and Other Slaves, Original and Life Like, As They Appeared in Their Old Plantation and City Slave Life; Together with Pen-Pictures of the Peculiar Institution, with Sights and Insights into Their New Relations as Freedmen, Freemen, and Citizens (Octavia V. Rogers Albert): 1 | Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 1"
376,11,376_jarm_major thornton_drink_thornton,1836,1926,"Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 2 | The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of Real Life (J. W. Loguen): 2 | The Slave: or Memoirs of Archy Moore. Vol. I (Richard  Hildreth): 2 | Narrative of the Life of Henry Box Brown, Written by Himself (Henry Box Brown): 1 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 1"
377,11,377_sancho_sancho letter_thank_mrs sancho,1782,1875,"Letters of the Late Ignatius Sancho, An African. In Two Volumes. To Which Are Prefixed, Memoirs of His Life. Vol. I (Ignatius  Sancho): 3 | Letters of the Late Ignatius Sancho, An African. In Two Volumes. To Which Are Prefixed, Memoirs of His Life. Vol. II (Ignatius  Sancho): 3 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 1 | Biographical Sketches and Interesting Anecdotes of Persons of Colour. To Which is Added, a Selection of Pieces in Poetry (Abigail  Mott): 1 | Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipated by the New York Legislature in the Early Part of the Present Century; with a History of Her Labors and Correspondence, Drawn from Her ""Book of Life"" (Sojourner  Truth): 1"
378,11,378_croff_sanford_william croff_georgia,1838,1895,"The Anderson Surpriser. Written After He Was Seventy-Five Years of Age. The Author Was Born in Liberty County, Ga., on the 22d Day of February, in the Year of Our Lord, 1819, and United with the Methodist Episcopal Church in the Year 1839. This Book Contains an Account of His Florida and Northern Trip, Written by Himself, Giving Much Valuable Information of the People Among Whom He Had Been Several Months (Robert  Anderson): 2 | Narrative of James Williams, an American Slave, Who Was for Several Years a Driver on a Cotton Plantation in Alabama (James  Williams): 1 | Biography of an American Bondman, by His Daughter (Josephine  Brown): 1 | Narrative of the Sufferings of Lewis Clarke, During a Captivity of More than Twenty-Five Years, Among the Algerines of Kentucky, One of the So Called Christian States of North America (Lewis Garrard Clarke): 1 | Narratives of the Sufferings of Lewis and Milton Clarke, Sons of a Soldier of the Revolution, During a Captivity of More than Twenty Years Among the Slaveholders of Kentucky, One of the So-Called Christian States of North America (Lewis Garrard Clarke): 1"
379,11,379_mound bayou_league_race_mound,1881,1916,"Booker T. Washington, Builder of a Civilization (Emmett J. Scott): 3 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 2 | Up from Slavery: An Autobiography (Booker T. Washington): 2 | Reminiscences of School Life, and Hints on Teaching (Fanny Jackson Coppin): 1 | A Narrative of the Negro (Leila Amos Pendleton): 1"
380,11,380_driver_overseer_cowskin_gang,1836,1892,"The Life of Rev. Robert Anderson. Born the 22d Day of February, in the Year of Our Lord 1819, and Joined the Methodist Episcopal Church in 1839. This Book Shall Be Called The Young Men's Guide, Or, the Brother in White (Robert  Anderson): 1 | My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 1 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 1 | Slave Life in Virginia and Kentucky; or, Fifty Years of Slavery in the Southern States of America (Francis  Fedric): 1 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 1"
381,11,381_whip_souther_flog_bennet,1770,1891,"Horrors of the Virginian Slave Trade and of the Slave-Rearing Plantations. The True Story of Dinah, an Escaped Virginian Slave, Now in London, on Whose Body Are Eleven Scars Left by Tortures Which Were Inflicted by Her Master, Her Own Father. Together with Extracts from the Laws of Virginia, Showing That Against These Barbarities the Law Gives Not the Smallest Protection to the Slave, But the Reverse (John Hawkins Simpson): 2 | American Slavery As It Is: Testimony of a Thousand Witnesses (Theodore Dwight Weld): 2 | Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853 (Solomon  Northup): 1 | Life of William Grimes, the Runaway Slave. Written by Himself (William  Grimes): 1 | A Narrative of the Most Remarkable Particulars in the Life of James Albert Ukawsaw Gronniosaw, an African Prince, as Related by Himself (James Albert Ukawsaw Gronniosaw): 1"
382,11,382_rage_opposition owner_opposition_owner,1789,1914,"Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 2 | American Slavery As It Is: Testimony of a Thousand Witnesses (Theodore Dwight Weld): 2 | Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853 (Solomon  Northup): 1 | Autobiography of a Female Slave (Martha Griffith Browne): 1 | The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African. Written by Himself. Vol. I. (Olaudah  Equiano): 1"
383,11,383_indian_squaw_white man_murrell,1848,1902,"A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son of the Head Chief, Mosholeh Tubbee, of the Choctaw Nation of Indians (Okah  Tubbee): 2 | Last of the Pioneers: Or, Old Times in East Tenn., Being the Life and Reminiscences of Pharaoh Jackson Chesney (Aged 120 Years) (Pharaoh Jackson Chesney): 2 | Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853 (Solomon  Northup): 1 | An Autobiography. Bond and Free:  Or, Yearnings for Freedom, from My Green Brier House. Being the Story of My Life in Bondage, and My Life in Freedom (Israel  Campbell): 1 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 1"
384,11,384_school_stewart_sunday school_baptist,1827,1914,"Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 7 | Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 1 | Life and Labors of Rev. Jordan W. Early, One of the Pioneers of African Methodism in the West and South (Sarah J. W. Early): 1 | Reminiscences of School Life, and Hints on Teaching (Fanny Jackson Coppin): 1 | The Missionary Pioneer, or A Brief Memoir of the Life, Labours, and Death of John Stewart, (Man of Colour,) Founder, under God of the Mission among the Wyandotts at Upper Sandusky, Ohio (Joseph  Mitchell): 1"
385,11,385_chain_whip_coffle_flop,1839,1901,"American Slavery As It Is: Testimony of a Thousand Witnesses (Theodore Dwight Weld): 3 | The House of Bondage, or, Charlotte Brooks and Other Slaves, Original and Life Like, As They Appeared in Their Old Plantation and City Slave Life; Together with Pen-Pictures of the Peculiar Institution, with Sights and Insights into Their New Relations as Freedmen, Freemen, and Citizens (Octavia V. Rogers Albert): 2 | Narrative of the Life of Frederick Douglass, an American Slave. Written by Himself (Frederick  Douglass): 1 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 1 | Slave Life in Georgia: A Narrative of the Life, Sufferings, and Escape of John Brown, a Fugitive Slave, Now in England (John  Brown): 1"
386,11,386_judy_mr green_sofa_templeton,1852,1929,"Bond and Free: A Tale of the South (Grace  Lintner): 2 | Aunt Sally: or, The Cross the Way of Freedom. A Narrative of the Slave-life and Purchase of the Mother of Rev. Isaac Williams of Detroit, Michigan (Isaac  Williams): 2 | The Narrative of Bethany Veney: A Slave Woman (Bethany  Veney): 1 | Before the War, and After the Union.  An Autobiography (Sam  Aleckson): 1 | Aunt Judy's Story: A Tale From Real Life. Written for the Pennsylvania Anti-Slavery Fair (Matilda G. Thompson): 1"
387,11,387_douglass_toussaint_master jame_covey,1836,1906,"Toussaint L'Ouverture: A Biography and Autobiography (J. R. Beard): 2 | God's Image in Ebony: Being a Series of Biographical Sketches, Facts, Anecdotes, etc., Demonstrative of the Mental Powers and Intellectual Capacities of the Negro Race (H. G. Adams): 1 | The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comprising an Account of the Struggle for Liberty in the Island, and a Sketch of Its History to the Present Period (J. R. Beard): 1 | Frederick Douglass (Charles Waddell Chesnutt): 1 | Frederick Douglass (Booker T. Washington): 1"
388,11,388_enemy_cave_guide_presently,1798,1897,"The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 2 | Jamie Parker, the Fugitive (Emily Catharine Pierson): 2 | A Narrative of the Life and Adventures of Venture, a Native of Africa: But Resident above Sixty Years in the United States of America. Related by Himself (Venture  Smith): 2 | A Narrative of the Life and Adventures of Venture, a Native of Africa, but Resident Above Sixty Years in the United States of America. Related by Himself. New London: Printed in 1798. Reprinted A. D. 1835, and Published by a Descendant of Venture. Revised and Republished with Traditions by H. M. Selden, Haddam, Conn., 1896 (Venture  Smith): 2 | Josiah: The Maimed Fugitive. A True Tale (Henry  Bleby): 1"
389,11,389_born_doct steward_born slave_doct,1825,1922,"Life of Isaac Mason as a Slave (Isaac  Mason): 1 | The Narrative of Bethany Veney: A Slave Woman (Bethany  Veney): 1 | God's Image in Ebony: Being a Series of Biographical Sketches, Facts, Anecdotes, etc., Demonstrative of the Mental Powers and Intellectual Capacities of the Negro Race (H. G. Adams): 1 | Three Years in Europe: Or, Places I Have Seen and People I Have Met (William Wells Brown): 1 | A Slave's Adventures Toward Freedom. Not Fiction, but the True Story of a Struggle (Peter  Bruner): 1"
390,10,390_universe_spiritual_divine_empire,1859,1898,"Autobiography, Sermons, Addresses, and Essays of Bishop L. H. Holsey, D. D. (Lucius Henry Holsey): 6 | The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of Real Life (J. W. Loguen): 3 | Uncle Johnson, the Pilgrim of Six Score Years (Gustavus L. Foster): 1"
391,10,391_ballot_political_race_white man,1893,1917,"Up from Slavery: An Autobiography (Booker T. Washington): 2 | Booker T. Washington, Builder of a Civilization (Emmett J. Scott): 2 | My Life and Work (Alexander  Walters): 2 | An Autobiography: The Story of My Life and Work (Booker T. Washington): 2 | Frederick Douglass The Orator. Containing an Account of His Life; His Eminent Public Services; His Brilliant Career as Orator; Selections from His Speeches and Writings (James M. Gregory): 1"
392,10,392_armstrong_liberia_general armstrong_toussaint,1854,1902,"Memoir of Pierre Toussaint, Born a Slave in St. Domingo (Hannah Farnham Sawyer Lee): 2 | Up from Slavery: An Autobiography (Booker T. Washington): 1 | God's Image in Ebony: Being a Series of Biographical Sketches, Facts, Anecdotes, etc., Demonstrative of the Mental Powers and Intellectual Capacities of the Negro Race (H. G. Adams): 1 | The Black Man: His Antecedents, His Genius, and His Achievements (William Wells Brown): 1 | Sketch of the Life of Mr. Lewis Charlton, and Reminiscences of Slavery (Lewis  Charlton): 1"
